CHROM	bp	cM
chr14	8442962	49.257
chr14	8576186	49.555
chr14	8641696	49.555
chr14	8680305	49.854
chr14	8784849	49.854
chr14	8828619	50.152
chr14	9174305	50.152
chr15	0	0.000
chr15	284794	0.000
chr15	292790	0.597
chr15	349598	0.597
chr15	360198	0.896
chr15	367756	0.896
chr15	367818	1.194
chr15	523229	1.194
chr15	596082	1.470
chr15	602106	1.546
chr15	663648	2.090
chr15	663922	2.090
chr15	699834	2.388
chr15	825085	2.388
chr15	891491	2.687
chr15	902356	2.687
chr15	902554	2.688
chr15	953095	3.283
chr15	953271	3.284
chr15	960170	3.284
chr15	1007232	3.582
chr15	1016956	3.582
chr15	1126991	3.881
chr15	1152341	3.881
chr15	1162455	4.209
chr15	1170713	4.601
chr15	1182451	4.776
chr15	1190399	4.776
chr15	1237550	5.075
chr15	1393711	5.075
chr15	1421021	5.373
chr15	1454637	5.373
chr15	1508213	5.672
chr15	1530322	5.672
chr15	1530372	5.673
chr15	1547363	6.041
chr15	1548193	6.044
chr15	1627416	6.597
chr15	1652981	7.073
chr15	1653132	7.075
chr15	1674742	7.164
chr15	1923263	7.164
chr15	1992447	7.463
chr15	2221611	7.463
chr15	2229740	7.761
chr15	2335832	7.761
chr15	2381721	8.657
chr15	2456629	8.657
chr15	2543697	8.955
chr15	2620887	8.955
chr15	2621089	8.956
chr15	2621334	8.962
chr15	2639424	9.655
chr15	2639449	9.655
chr15	2639814	9.657
chr15	2674666	10.146
chr15	2675016	10.149
chr15	2675255	10.149
chr15	2675539	10.152
chr15	2710575	10.568
chr15	2762947	11.045
chr15	2812662	11.045
chr15	2939695	11.343
chr15	2940006	11.343
chr15	3037498	11.642
chr15	3113621	11.642
chr15	3181695	11.814
chr15	3231613	12.238
chr15	3231883	12.239
chr15	3268685	12.312
chr15	3312433	12.512
chr15	3369540	13.370
chr15	3382641	13.429
chr15	3408266	13.496
chr15	3499473	14.168
chr15	3533078	14.329
chr15	3575566	14.329
chr15	3722467	14.560
chr15	3765319	14.926
chr15	3765341	14.926
chr15	3821207	14.926
chr15	3821479	14.927
chr15	3871432	15.523
chr15	3954710	15.523
chr15	3954939	15.523
chr15	4047644	16.651
chr15	4073731	16.717
chr15	4092607	16.717
chr15	4206647	17.482
chr15	4214578	17.833
chr15	4226096	17.911
chr15	4251670	17.911
chr15	4359963	18.146
chr15	4389328	18.501
chr15	4389986	18.508
chr15	4538881	18.508
chr15	4538951	18.508
chr15	4561811	18.952
chr15	4562006	18.954
chr15	4585696	19.399
chr15	4586009	19.403
chr15	4586456	19.403
chr15	4596399	19.702
chr15	4869519	19.702
chr15	4892378	20.000
chr15	4909909	20.000
chr15	4959403	20.597
chr15	4997726	20.597
chr15	5073818	20.896
chr15	5083117	20.896
chr15	5185520	21.194
chr15	5265045	21.194
chr15	5265345	21.195
chr15	5265491	21.196
chr15	5355859	21.925
chr15	5390479	22.089
chr15	5390635	22.090
chr15	5390839	22.090
chr15	5436876	22.388
chr15	5884095	22.388
chr15	5884159	22.389
chr15	5900670	22.759
chr15	5953185	22.985
chr15	6018612	22.985
chr15	6126252	23.284
chr15	6148902	23.284
chr15	6156967	23.355
chr15	6182543	23.760
chr15	6243156	24.179
chr15	6243726	24.179
chr15	6365867	25.153
chr15	6393471	27.759
chr15	6393506	27.762
chr15	6560005	27.762
chr15	6560013	27.762
chr15	6754163	28.343
chr15	6764595	28.359
chr15	6764654	28.359
chr15	6764826	28.368
chr15	6769710	29.216
chr15	6770447	29.254
chr15	6770974	29.254
chr15	6771189	29.256
chr15	6803411	29.850
chr15	6803601	29.851
chr15	6834394	29.851
chr15	6887076	30.448
chr15	7087921	30.448
chr15	7099007	31.045
chr15	7128135	31.344
chr15	7134428	31.344
chr15	7176875	31.642
chr15	7180597	31.642
chr15	7267121	31.941
chr15	7367673	31.941
chr15	7396231	32.239
chr15	7504239	32.239
chr15	7557766	32.836
chr15	7610747	32.836
chr15	7633555	33.135
chr15	7716339	33.135
chr15	7716363	33.135
chr15	7765879	33.615
chr15	7766343	33.617
chr15	7797746	34.325
chr15	7797942	34.329
chr15	7802063	34.329
chr15	7843322	35.347
chr15	7856957	35.387
chr15	7879419	35.749
chr15	7902361	36.417
chr15	7902412	36.417
chr15	7902419	36.417
chr15	7902778	36.421
chr15	7942914	36.717
chr15	8002311	36.717
chr15	8042710	37.016
chr15	8152817	37.016
chr15	8170076	37.144
chr15	8193072	37.548
chr15	8199403	37.613
chr15	8199688	37.613
chr15	8212921	37.911
chr15	8213171	37.911
chr15	8243615	38.210
chr15	8253495	38.210
chr15	8254154	38.220
chr15	8307958	39.371
chr15	8314614	39.404
chr15	8366265	39.404
chr15	8366572	39.405
chr15	8454337	40.297
chr15	8454850	40.299
chr15	8547501	40.299
chr15	8547531	40.348
chr15	8547690	40.601
chr15	8581671	40.898
chr15	8581747	40.898
chr15	8610504	41.196
chr15	8621690	41.196
chr15	8621856	41.197
chr15	8708255	42.615
chr15	8736793	42.689
chr15	8737128	42.689
chr15	8737228	42.691
chr15	8766719	43.582
chr15	8767002	43.584
chr15	8802921	43.584
chr15	8812736	43.635
chr15	8820547	43.974
chr15	8860475	44.181
chr15	8973693	44.181
chr15	8990025	44.480
chr15	8999672	44.480
chr15	9000005	44.489
chr15	9021865	45.372
chr15	9021990	45.376
chr15	9275719	45.376
chr15	9301778	45.674
chr15	9306510	45.674
chr15	9354050	45.973
chr15	9385311	45.973
chr15	9385333	45.973
chr15	9456920	46.866
chr15	9457414	46.868
chr15	9457641	46.868
chr15	9457698	46.868
chr15	9541869	47.764
chr15	9541929	47.764
chr15	9572569	48.062
chr15	9576160	48.062
chr15	9576196	48.062
chr15	9626070	48.659
chr15	9850434	48.659
chr15	9904030	48.958
chr15	10235750	48.958
chr16	0	0.000
chr16	142063	0.000
chr16	160987	0.189
chr16	172014	0.589
chr16	172328	0.597
chr16	240063	0.597
chr16	269967	0.896
chr16	270197	0.896
chr16	299166	1.194
chr16	392305	1.194
chr16	444873	1.493
chr16	476188	1.493
chr16	476545	1.494
chr16	540189	2.029
chr16	556625	2.090
chr16	707637	2.090
chr16	707666	2.090
chr16	734588	2.545
chr16	758823	2.687
chr16	758871	2.687
chr16	780596	2.985
chr16	856227	2.985
chr16	940284	3.284
chr16	1016581	3.284
chr16	1016663	3.285
chr16	1045265	3.708
chr16	1068249	3.810
chr16	1084385	4.177
chr16	1084525	4.179
chr16	1084972	4.179
chr16	1112060	4.478
chr16	1194272	4.478
chr16	1220773	4.776
chr16	1270021	4.776
chr16	1270107	4.777
chr16	1313045	5.640
chr16	1315477	5.672
chr16	1336268	5.672
chr16	1336415	5.673
chr16	1336439	5.673
chr16	1436293	6.865
chr16	1436317	6.865
chr16	1436505	6.866
chr16	1437150	6.869
chr16	1493838	7.463
chr16	1493882	7.463
chr16	1494269	7.463
chr16	1514880	7.761
chr16	1602106	7.761
chr16	1710140	8.060
chr16	1741799	8.060
chr16	1790980	8.581
chr16	1826372	9.253
chr16	1826445	9.254
chr16	1826619	9.254
chr16	1913307	9.552
chr16	1924194	9.552
chr16	1973059	9.652
chr16	2071227	10.149
chr16	2071371	10.149
chr16	2078567	10.149
chr16	2079014	10.152
chr16	2123326	10.728
chr16	2174011	11.045
chr16	2184348	11.045
chr16	2195477	11.335
chr16	2207229	11.710
chr16	2299264	12.239
chr16	2299576	12.239
chr16	2301000	12.248
chr16	2347383	12.744
chr16	2368219	12.836
chr16	2375156	12.836
chr16	2379930	12.876
chr16	2402106	13.361
chr16	2410665	13.433
chr16	2410688	13.433
chr16	2410891	13.435
chr16	2438809	13.887
chr16	2518396	14.329
chr16	2676655	14.329
chr16	2709396	14.627
chr16	2709761	14.627
chr16	2741452	15.224
chr16	2741767	15.224
chr16	2770537	15.523
chr16	2795979	15.523
chr16	2807395	15.821
chr16	2819137	15.821
chr16	2839309	16.120
chr16	2869947	16.120
chr16	2891090	16.716
chr16	2891113	16.717
chr16	2891433	17.015
chr16	2919817	17.015
chr16	3133000	17.314
chr16	3133162	17.314
chr16	3171322	17.612
chr16	3287176	17.612
chr16	3287288	17.613
chr16	3334315	18.088
chr16	3334491	18.088
chr16	3353062	18.456
chr16	3357468	18.473
chr16	3366779	18.588
chr16	3417933	19.031
chr16	3460903	19.680
chr16	3464290	19.702
chr16	3585968	19.702
chr16	3601218	20.000
chr16	3612538	20.000
chr16	3717074	20.179
chr16	3787033	20.597
chr16	3787131	20.597
chr16	3929642	20.597
chr16	4056104	20.896
chr16	4119912	20.896
chr16	4156502	21.194
chr16	4314972	21.194
chr16	4342625	21.493
chr16	4356998	21.493
chr16	4411217	21.791
chr16	4415264	21.791
chr16	4418697	21.797
chr16	4426775	22.109
chr16	4574315	22.361
chr16	4590598	22.687
chr16	4590622	22.687
chr16	4591344	22.687
chr16	4609070	22.985
chr16	4609323	22.985
chr16	4609418	22.991
chr16	4614451	23.341
chr16	4614705	23.344
chr16	4635649	23.631
chr16	4682386	23.740
chr16	4742589	24.179
chr16	4742661	24.180
chr16	4773192	24.180
chr16	4791976	24.478
chr16	4792825	24.478
chr16	4800372	24.777
chr16	4806461	24.777
chr16	4834009	24.992
chr16	4842921	25.361
chr16	4844543	25.374
chr16	4866528	25.374
chr16	4866824	25.672
chr16	5112457	25.672
chr16	5153433	25.971
chr16	5153753	25.971
chr16	5153791	25.971
chr16	5205709	26.566
chr16	5205942	26.568
chr16	5334783	26.568
chr16	5502213	27.463
chr16	5650977	27.463
chr16	5653912	27.525
chr16	5653985	27.527
chr16	5668645	28.257
chr16	5679176	28.567
chr16	5726456	28.956
chr16	5850000	28.956
chr16	5860369	29.254
chr16	5911192	29.254
chr16	5940864	29.553
chr16	5941595	29.553
chr16	6004591	29.851
chr16	6004717	29.851
chr16	6004766	29.852
chr16	6024675	30.439
chr16	6025350	30.448
chr16	6031969	30.448
chr16	6074031	30.747
chr16	6276832	30.747
chr16	6323034	31.045
chr16	6338014	31.045
chr16	6364031	31.642
chr16	6414834	31.642
chr16	6449964	31.941
chr16	6462928	31.941
chr16	6478674	31.983
chr16	6565413	32.488
chr16	6573786	32.835
chr16	6573795	32.835
chr16	6574238	32.836
chr16	6610274	32.836
chr16	6615232	32.864
chr16	6664764	33.433
chr16	6664783	33.433
chr16	6665594	33.433
chr16	6684215	33.732
chr16	6684455	33.732
chr16	6714547	34.030
chr16	6811073	34.030
chr16	6893495	34.329
chr16	6953061	34.329
chr16	6976190	34.627
chr16	7003885	34.627
chr16	7102278	36.419
chr16	7192290	36.419
chr16	7208396	36.717
chr16	7283231	36.717
chr16	7289138	37.016
chr16	7289976	37.016
chr16	7349163	37.314
chr16	7411254	37.314
chr16	7439526	37.613
chr16	7440134	37.613
chr16	7440135	37.613
chr16	7456569	38.014
chr16	7487899	38.210
chr16	7488233	38.210
chr16	7490742	38.226
chr16	7533731	38.767
chr16	7540253	38.807
chr16	7565720	38.807
chr16	7603030	39.105
chr16	7607530	39.105
chr16	7628291	39.404
chr16	7658137	39.404
chr16	7676196	39.702
chr16	7676677	39.702
chr16	7701615	40.299
chr16	7757153	40.299
chr16	7770885	40.896
chr16	7808414	40.896
chr16	7912014	41.195
chr16	7970901	41.195
chr16	8044490	41.792
chr16	8177170	41.792
chr16	8177174	41.792
chr16	8192654	42.140
chr16	8192681	42.140
chr16	8269433	42.652
chr16	8279787	42.687
chr16	8400173	42.687
chr16	8454291	43.284
chr16	8627175	43.284
chr16	8677667	43.583
chr16	8747842	43.583
chr16	8759504	43.881
chr16	8824100	43.881
chr16	8842295	44.180
chr16	8842379	44.180
chr16	8843126	44.182
chr16	8914187	44.687
chr16	8914871	44.688
chr16	8945311	45.075
chr16	8953909	45.075
chr16	8998919	45.374
chr16	9121454	45.374
chr16	9154397	45.672
chr16	9202776	45.672
chr16	9275055	46.568
chr16	9386350	46.568
chr16	9519537	46.866
chr16	9732969	46.866
chr16	9732995	47.165
chr16	9781322	47.165
chr16	9825120	47.463
chr16	10083215	47.463
chr17	0	0.000
chr17	372815	0.000
chr17	410851	0.597
chr17	556077	0.597
chr17	582880	0.896
chr17	783304	0.896
chr17	823875	1.194
chr17	824746	1.194
chr17	882895	1.493
chr17	906694	1.493
chr17	933465	1.791
chr17	933895	1.791
chr17	933938	1.791
chr17	994891	2.681
chr17	995466	2.687
chr17	1205078	2.687
chr17	1205090	2.687
chr17	1224661	3.243
chr17	1227754	3.284
chr17	1352949	3.284
chr17	1388729	3.380
chr17	1417441	3.756
chr17	1463645	3.881
chr17	1502995	3.881
chr17	1542882	4.179
chr17	1612138	4.179
chr17	1626857	4.231
chr17	1626970	4.232
chr17	1696241	5.367
chr17	1696714	5.373
chr17	1696758	5.373
chr17	1718100	5.672
chr17	1728764	5.672
chr17	1805656	6.269
chr17	1852651	6.269
chr17	1902079	6.540
chr17	1961083	7.462
chr17	1961282	7.463
chr17	1980964	7.463
chr17	1980966	7.463
chr17	2054998	8.649
chr17	2057086	8.657
chr17	2059795	8.657
chr17	2072611	8.955
chr17	2244165	8.955
chr17	2261984	9.254
chr17	2317480	9.254
chr17	2359848	9.552
chr17	2360593	9.552
chr17	2435339	9.851
chr17	2592485	9.851
chr17	2592642	10.149
chr17	2756777	10.149
chr17	2770456	10.220
chr17	2778840	10.562
chr17	2814308	10.746
chr17	2814337	10.748
chr17	2814635	10.768
chr17	2827721	11.938
chr17	2827755	11.941
chr17	2828366	11.941
chr17	2916131	12.239
chr17	2974354	12.239
chr17	2974476	12.241
chr17	2995501	12.627
chr17	3044439	12.836
chr17	3062794	12.836
chr17	3071646	13.135
chr17	3105291	13.135
chr17	3120747	13.433
chr17	3131262	13.433
chr17	3174382	13.732
chr17	3254710	13.732
chr17	3295271	14.030
chr17	3317448	14.030
chr17	3341517	14.329
chr17	3472687	14.329
chr17	3542036	14.627
chr17	3558302	14.627
chr17	3606070	14.786
chr17	3648354	15.165
chr17	3658888	15.224
chr17	3977563	15.224
chr17	4016854	15.523
chr17	4018323	15.523
chr17	4088376	15.747
chr17	4111558	16.092
chr17	4113911	16.120
chr17	4214230	16.120
chr17	4218871	16.418
chr17	4260070	16.418
chr17	4312361	16.513
chr17	4407812	17.582
chr17	4424478	17.612
chr17	4573657	17.612
chr17	4593121	17.911
chr17	4609606	17.911
chr17	4618817	17.972
chr17	4661844	18.756
chr17	4745476	19.702
chr17	4745492	19.702
chr17	4894681	19.702
chr17	4980814	20.000
chr17	5056851	20.000
chr17	5106548	20.299
chr17	5117604	20.299
chr17	5161160	20.597
chr17	5172336	20.597
chr17	5252962	21.194
chr17	5279219	21.194
chr17	5317685	21.493
chr17	5430789	21.493
chr17	5434174	21.791
chr17	5441659	21.791
chr17	5441704	21.792
chr17	5465787	22.448
chr17	5485233	22.736
chr17	5485267	22.737
chr17	5501896	23.579
chr17	5501996	23.582
chr17	5502016	23.583
chr17	5521641	23.583
chr17	5526669	23.881
chr17	5540362	23.881
chr17	5547818	23.895
chr17	5600158	24.591
chr17	5621143	24.631
chr17	5624073	24.935
chr17	5659457	25.301
chr17	5698118	25.374
chr17	5736615	25.374
chr17	5842347	25.601
chr17	5875221	25.763
chr17	5950635	25.971
chr17	5974991	25.971
chr17	5975054	25.971
chr17	5991734	26.347
chr17	6038923	26.568
chr17	6354528	26.568
chr17	6438591	26.866
chr17	6495820	26.866
chr17	6554265	27.463
chr17	6555730	27.463
chr17	6567170	27.490
chr17	6578800	27.815
chr17	6685504	28.060
chr17	6772157	28.060
chr17	6878527	28.359
chr17	6888601	28.359
chr17	6920948	28.657
chr17	7164686	28.657
chr17	7226199	28.956
chr17	7511949	28.956
chr17	7565476	29.113
chr17	7613631	29.347
chr17	7720100	29.553
chr17	7841991	29.553
chr17	7848347	29.851
chr17	7887385	29.851
chr17	7909923	30.150
chr17	7910644	30.150
chr17	7940402	30.448
chr17	8000547	30.448
chr17	8012417	30.515
chr17	8021282	30.863
chr17	8028165	30.902
chr17	8053629	31.134
chr17	8113834	31.344
chr17	8209741	32.239
chr17	8209879	32.239
chr17	8258270	33.135
chr17	8297955	33.135
chr17	8310938	33.433
chr17	8325440	33.732
chr17	8357533	33.732
chr17	8453803	34.329
chr17	8579827	34.329
chr17	8582476	34.627
chr17	8583049	34.627
chr17	8590300	34.926
chr17	8590373	34.926
chr17	8657410	35.224
chr17	8698968	35.224
chr17	8757109	35.350
chr17	8799838	35.740
chr17	8837639	35.821
chr17	8881478	35.821
chr17	8881676	35.822
chr17	9068031	37.045
chr17	9068388	37.047
chr17	9172017	37.694
chr17	9236667	37.911
chr17	9322855	37.911
chr17	9336922	38.210
chr17	9337020	38.210
chr17	9337184	38.214
chr17	9352907	38.946
chr17	9369524	39.404
chr17	9378863	39.404
chr17	9381800	39.418
chr17	9433585	39.977
chr17	9438208	40.001
chr17	9484967	40.001
chr17	9522974	40.598
chr17	9523322	40.598
chr17	9587230	40.765
chr17	9589117	40.786
chr17	9617711	41.408
chr17	9621555	41.452
chr17	9637358	41.493
chr17	9736855	41.493
chr17	9769635	41.792
chr17	9793444	41.792
chr17	9849288	41.960
chr17	9878256	42.345
chr17	9892783	42.389
chr17	9892798	42.389
chr17	9893001	42.391
chr17	9896057	42.427
chr17	9957045	43.450
chr17	9957050	43.450
chr17	10008546	43.583
chr17	10052954	43.583
chr17	10060540	43.616
chr17	10120707	44.167
chr17	10121038	44.168
chr17	10170714	45.001
chr17	10186467	45.075
chr17	10186557	45.076
chr17	10197476	45.428
chr17	10197821	45.430
chr17	10246971	45.847
chr17	10247126	45.848
chr17	10281870	46.202
chr17	10282076	46.204
chr17	10291912	46.374
chr17	10310231	46.568
chr17	10313838	46.568
chr17	10317029	46.866
chr17	10317352	46.866
chr17	10326746	47.165
chr17	10338619	47.165
chr17	10360439	47.463
chr17	10370684	47.463
chr17	10431525	47.762
chr17	10431819	47.762
chr17	10497709	48.060
chr17	10615893	48.060
chr17	10640449	48.194
chr17	10683997	48.553
chr17	10728322	49.217
chr17	10746529	49.367
chr17	10835798	49.852
chr17	11032738	49.852
chr17	11060762	50.150
chr17	11131219	50.150
chr17	11178005	50.449
chr17	11252332	50.449
chr17	11265040	51.046
chr17	11449092	51.046
chr17	11468556	51.344
chr17	11718897	51.344
chr17	11738158	51.391
chr17	11841373	52.237
chr17	11841766	52.240
chr17	11901658	52.240
chr17	11939203	52.837
chr17	12036639	52.837
chr17	12077168	53.135
chr17	12247510	53.135
chr17	12283529	53.434
chr17	12341970	53.434
chr17	12369242	53.559
chr17	12369303	53.560
chr17	12406829	54.327
chr17	12406847	54.327
chr17	12407077	54.329
chr17	12611892	54.329
chr17	12621854	54.375
chr17	12676947	55.523
chr17	12677025	55.523
chr17	12834090	55.523
chr17	12847350	55.822
chr17	13114814	55.822
chr17	13114972	55.823
chr17	13166130	56.174
chr17	13401828	56.419
chr17	13435246	56.419
chr17	13456226	56.717
chr17	13456657	56.717
chr17	13469162	57.016
chr17	13659118	57.016
chr17	13659252	57.017
chr17	13689878	57.440
chr17	13690590	57.443
chr17	13732227	57.911
chr17	13732317	57.911
chr17	13790010	57.911
chr17	13822392	58.210
chr17	14773299	58.210
chr18	0	0.000
chr18	1352504	0.000
chr18	1387623	0.401
chr18	1392535	0.415
chr18	1441529	0.857
chr18	1454800	0.896
chr18	1663643	0.896
chr18	1701020	1.194
chr18	2107174	1.194
chr18	2116894	1.493
chr18	2121556	1.493
chr18	2140002	1.791
chr18	2195295	1.791
chr18	2301824	1.998
chr18	2348893	2.157
chr18	2511167	2.388
chr18	2649999	2.388
chr18	2705208	2.589
chr18	2731883	3.142
chr18	2792694	4.179
chr18	2792878	4.179
chr18	2942455	4.776
chr18	3078906	4.776
chr18	3095782	4.927
chr18	3112290	5.108
chr18	3242370	5.373
chr18	3356069	5.373
chr18	3356553	5.382
chr18	3371623	5.961
chr18	3372117	5.970
chr18	3516505	5.970
chr18	3600527	6.866
chr18	3601020	6.866
chr18	3625341	7.164
chr18	3732430	7.164
chr18	3772618	7.463
chr18	3801911	7.463
chr18	3930304	8.060
chr18	3987241	8.060
chr18	3991537	8.072
chr18	3991697	8.371
chr18	4196985	8.955
chr18	4239679	8.955
chr18	4252749	9.036
chr18	4278158	9.492
chr18	4287865	9.552
chr18	4434351	9.552
chr18	4563799	10.149
chr18	4788208	10.149
chr18	4788663	10.150
chr18	4822421	10.504
chr18	4970177	10.746
chr18	5129275	10.746
chr18	5158573	10.834
chr18	5225369	11.332
chr18	5229146	11.343
chr18	5434036	11.343
chr18	5568912	11.642
chr18	5825365	11.642
chr18	5906597	11.940
chr18	5981536	11.940
chr18	6003741	12.239
chr18	6137514	12.239
chr18	6167454	12.537
chr18	6169495	12.537
chr18	6173017	12.836
chr18	6254399	12.836
chr18	6261331	13.134
chr18	6262074	13.134
chr18	6280858	13.433
chr18	6308538	13.433
chr18	6325078	13.536
chr18	6350929	13.996
chr18	6356287	14.030
chr18	6368859	14.030
chr18	6413326	14.328
chr18	6483915	14.328
chr18	6490505	14.365
chr18	6538048	14.925
chr18	6538132	14.926
chr18	6538303	14.926
chr18	6538447	14.926
chr18	6625449	15.786
chr18	6637193	15.821
chr18	6684957	15.821
chr18	6705379	16.120
chr18	6705645	16.120
chr18	6828776	16.418
chr18	6960838	16.418
chr18	7009856	17.015
chr18	7044850	17.015
chr18	7046433	17.024
chr18	7123509	18.062
chr18	7149165	18.209
chr18	7232149	18.209
chr18	7249946	18.508
chr18	7384251	18.508
chr18	7384310	18.508
chr18	7447113	19.105
chr18	7454400	19.105
chr18	7526043	19.201
chr18	7609416	19.612
chr18	7675435	19.702
chr18	7714485	19.702
chr18	7792560	20.000
chr18	7796630	20.000
chr18	7848288	20.299
chr18	7884891	20.299
chr18	7885020	20.299
chr18	7935470	20.879
chr18	7938395	20.896
chr18	8030018	20.896
chr18	8082741	21.194
chr18	8099852	21.194
chr18	8099890	21.194
chr18	8108633	21.337
chr18	8205609	23.512
chr18	8205616	23.512
chr18	8205876	23.513
chr18	8238082	24.049
chr18	8247088	24.179
chr18	8476713	24.179
chr18	8477377	24.189
chr18	8477402	24.189
chr18	8519789	25.665
chr18	8519926	25.667
chr18	8520245	25.672
chr18	8547458	25.672
chr18	8613814	25.970
chr18	8614219	25.970
chr18	8673586	26.269
chr18	8777338	26.567
chr18	8782609	26.567
chr18	8815533	26.866
chr18	8926307	26.866
chr18	9013437	27.164
chr18	9356503	27.164
chr18	9363818	27.463
chr18	9364215	27.463
chr18	9364249	27.463
chr18	9387196	28.131
chr18	9460308	28.359
chr18	9588965	28.359
chr18	9602472	28.956
chr18	9679811	28.956
chr18	9713084	29.254
chr18	9736703	29.254
chr18	9777155	29.553
chr18	9865018	29.553
chr18	9887010	29.851
chr18	9915940	29.851
chr18	9915958	29.851
chr18	9916193	29.853
chr18	9987674	30.798
chr18	9991809	30.836
chr18	10032642	31.045
chr18	10109756	31.045
chr18	10155492	31.344
chr18	10262457	31.344
chr18	10302190	31.642
chr18	10394739	31.642
chr18	10405577	31.941
chr18	10405722	31.941
chr18	10425247	32.239
chr18	10549527	32.239
chr18	10549768	32.240
chr18	10575377	32.374
chr18	10663280	33.134
chr18	10663311	33.135
chr18	10663331	33.135
chr18	10679409	33.188
chr18	10736734	33.676
chr18	10753566	33.732
chr18	10767967	33.732
chr18	10794365	34.030
chr18	10852171	34.030
chr18	10905102	34.329
chr18	10905430	34.329
chr18	10912707	34.926
chr18	10913383	34.926
chr18	10963751	35.224
chr18	11079537	35.224
chr18	11201624	35.523
chr18	11277906	35.523
chr18	11311958	35.821
chr18	11406937	35.821
chr18	11450512	36.095
chr18	11450605	36.394
chr18	11454502	36.418
chr18	11545484	36.418
chr18	11551093	36.717
chr18	11594852	36.717
chr18	11608178	37.015
chr18	11655627	37.015
chr18	11692309	37.612
chr18	11736971	37.612
chr18	11757244	37.677
chr18	11831140	38.209
chr18	11831214	38.209
chr18	11831222	38.209
chr18	11907474	38.806
chr18	11907894	38.806
chr18	11946725	39.702
chr18	11962723	39.702
chr18	12003098	40.299
chr18	12049158	40.299
chr18	12058953	40.597
chr18	12069350	40.597
chr18	12109406	40.896
chr18	12176161	40.896
chr18	12176162	41.194
chr18	12198845	41.194
chr18	12202240	41.493
chr18	12312292	41.493
chr18	12312607	41.495
chr18	12346536	42.060
chr18	12350346	42.090
chr18	12390933	42.090
chr18	12391272	42.093
chr18	12429861	42.686
chr18	12429926	42.687
chr18	12430165	42.687
chr18	12437335	42.985
chr18	12561014	42.985
chr18	12574252	43.284
chr18	12609574	43.284
chr18	12637587	43.583
chr18	12856994	43.583
chr18	12917099	43.881
chr18	12982532	43.881
chr18	12982542	43.881
chr18	13002594	44.475
chr18	13002803	44.478
chr18	13147841	44.478
chr18	13153204	44.777
chr18	13341678	44.777
chr18	13372407	45.374
chr18	13372414	45.374
chr18	13396738	45.672
chr18	13596732	45.672
chr18	13612477	45.792
chr18	13635809	46.567
chr18	13635942	46.568
chr18	13637822	46.568
chr18	13637973	46.568
chr18	13720661	47.132
chr18	13730775	47.165
chr18	13773224	47.165
chr18	13822679	47.229
chr18	13840948	47.552
chr18	13968163	47.718
chr18	14001849	48.011
chr18	14008419	48.060
chr18	14008480	48.060
chr18	14037486	48.657
chr18	14249748	48.657
chr18	14293705	49.553
chr18	14303039	49.553
chr18	14314058	49.851
chr18	14314281	49.851
chr18	14325391	50.150
chr18	14519908	50.150
chr18	14561004	50.448
chr18	14610834	50.448
chr18	14622931	50.747
chr18	14720186	50.747
chr18	14786499	50.857
chr18	14900332	51.303
chr18	14900379	51.304
chr18	15049605	51.941
chr18	15049725	51.941
chr18	15090621	51.941
chr18	15115657	52.010
chr18	15144413	52.389
chr18	15197822	52.538
chr18	15279126	52.538
chr18	15335469	52.836
chr18	15630860	52.836
chr18	15652171	53.135
chr18	16803890	53.135
chr19	0	0.000
chr19	720248	0.000
chr19	755483	0.299
chr19	1064787	0.299
chr19	1150640	0.477
chr19	1164987	0.581
chr19	1208453	1.146
chr19	1208584	1.148
chr19	1216635	1.194
chr19	1600334	1.194
chr19	1625500	1.493
chr19	1660816	1.493
chr19	1685608	1.791
chr19	1805744	1.791
chr19	1964456	2.054
chr19	1972368	2.366
chr19	1985744	2.388
chr19	2113460	2.388
chr19	2128844	2.687
chr19	2181672	2.687
chr19	2181818	2.687
chr19	2264014	3.399
chr19	2309762	3.629
chr19	2419267	4.461
chr19	2425873	4.478
chr19	2603291	4.478
chr19	2603429	4.478
chr19	2603758	4.481
chr19	2671275	5.314
chr19	2671487	5.316
chr19	2671492	5.316
chr19	2687701	5.523
chr19	2703843	5.672
chr19	2783774	5.672
chr19	2807397	5.741
chr19	2885386	6.269
chr19	2885415	6.269
chr19	2924082	6.269
chr19	2941055	6.567
chr19	2953046	6.567
chr19	2980046	6.866
chr19	3513630	6.866
chr19	3513723	6.867
chr19	3550139	7.366
chr19	3567558	7.463
chr19	3656161	7.463
chr19	3783473	7.621
chr19	3864500	7.941
chr19	3893551	8.355
chr19	3893806	8.356
chr19	3895929	8.358
chr19	4210785	8.358
chr19	4286074	8.657
chr19	4546893	8.657
chr19	4574776	8.895
chr19	4575076	9.196
chr19	4581818	9.254
chr19	4704790	9.254
chr19	4704986	9.552
chr19	4738980	9.552
chr19	4739062	9.553
chr19	4838469	10.053
chr19	4857469	10.447
chr19	4857596	10.448
chr19	4857601	10.448
chr19	4867855	10.448
chr19	4937083	10.746
chr19	5018527	10.746
chr19	5018538	10.746
chr19	5045660	11.164
chr19	5154728	11.642
chr19	5384316	11.642
chr19	5431293	12.239
chr19	5431893	12.239
chr19	5464388	12.537
chr19	5542772	12.537
chr19	5543545	12.836
chr19	5598538	12.836
chr19	5646540	13.433
chr19	5646574	13.433
chr19	5646863	13.434
chr19	5699023	13.879
chr19	5699142	13.879
chr19	5752649	14.308
chr19	5756600	14.329
chr19	5919956	14.329
